,countryCode,countryName,createDate,data,elevation,latitude,longitude,measuredDate,mosquitohabitatmapperAbdomenCloseupPhotoUrls,mosquitohabitatmapperBreedingGroundEliminated,mosquitohabitatmapperComments,mosquitohabitatmapperDataSource,mosquitohabitatmapperExtraData,mosquitohabitatmapperGenus,mosquitohabitatmapperLarvaFullBodyPhotoUrls,mosquitohabitatmapperLarvaeCount,mosquitohabitatmapperLastIdentifyStage,mosquitohabitatmapperMeasuredAt,mosquitohabitatmapperMeasurementElevation,mosquitohabitatmapperMeasurementLatitude,mosquitohabitatmapperMeasurementLongitude,mosquitohabitatmapperMosquitoAdults,mosquitohabitatmapperMosquitoEggCount,mosquitohabitatmapperMosquitoEggs,mosquitohabitatmapperMosquitoHabitatMapperId,mosquitohabitatmapperMosquitoPupae,mosquitohabitatmapperSpecies,mosquitohabitatmapperUserid,mosquitohabitatmapperWaterSource,mosquitohabitatmapperWaterSourcePhotoUrls,mosquitohabitatmapperWaterSourceType,organizationId,organizationName,pid,protocol,publishDate,siteId,siteName,updateDate
19,,,2020-07-15T00:30:02,"{'mosquitohabitatmapperBreedingGroundEliminated': False, 'mosquitohabitatmapperExtraData': None, 'mosquitohabitatmapperAbdomenCloseupPhotoUrls': None, 'mosquitohabitatmapperMeasuredAt': '2020-07-15T00:30:00', 'mosquitohabitatmapperMeasurementElevation': 0, 'mosquitohabitatmapperUserid': 67151201, 'mosquitohabitatmapperLarvaeCount': '0', 'mosquitohabitatmapperMosquitoEggs': False, 'mosquitohabitatmapperMosquitoEggCount': None, 'mosquitohabitatmapperGenus': None, 'mosquitohabitatmapperWaterSource': 'adult mosquito trap', 'mosquitohabitatmapperMosquitoAdults': False, 'mosquitohabitatmapperSpecies': None, 'mosquitohabitatmapperComments': 'salt water bait', 'mosquitohabitatmapperMosquitoPupae': False, 'mosquitohabitatmapperWaterSourcePhotoUrls': 'https://data.globe.gov/system/photos/2020/07/15/1761209/original.jpg', 'mosquitohabitatmapperDataSource': 'GLOBE Observer App', 'mosquitohabitatmapperLarvaFullBodyPhotoUrls': None, 'mosquitohabitatmapperMeasurementLatitude': 47.7938, 'mosquitohabitatmapperLastIdentifyStage': None, 'mosquitohabitatmapperWaterSourceType': 'container: artificial', 'mosquitohabitatmapperMosquitoHabitatMapperId': 24696, 'mosquitohabitatmapperMeasurementLongitude': -122.241}",165.5,47.793253,-122.241583,2020-07-15,,False,salt water bait,GLOBE Observer App,,,,0,,2020-07-15T00:30:00,0,47.7938,-122.241,False,,False,24696,False,,67151201,adult mosquito trap,https://data.globe.gov/system/photos/2020/07/15/1761209/original.jpg,container: artificial,17043304,United States of America Citizen Science,163798363,mosquito_habitat_mapper,2020-07-18T21:00:08,201690,10TET568936,2020-07-15T17:20:13
20,,,2020-07-15T00:30:02,"{'mosquitohabitatmapperBreedingGroundEliminated': False, 'mosquitohabitatmapperExtraData': None, 'mosquitohabitatmapperAbdomenCloseupPhotoUrls': None, 'mosquitohabitatmapperMeasuredAt': '2020-07-15T00:33:00', 'mosquitohabitatmapperMeasurementElevation': 0, 'mosquitohabitatmapperUserid': 67151201, 'mosquitohabitatmapperLarvaeCount': '0', 'mosquitohabitatmapperMosquitoEggs': False, 'mosquitohabitatmapperMosquitoEggCount': None, 'mosquitohabitatmapperGenus': None, 'mosquitohabitatmapperWaterSource': 'other', 'mosquitohabitatmapperMosquitoAdults': False, 'mosquitohabitatmapperSpecies': None, 'mosquitohabitatmapperComments': None, 'mosquitohabitatmapperMosquitoPupae': False, 'mosquitohabitatmapperWaterSourcePhotoUrls': 'https://data.globe.gov/system/photos/2020/07/15/1761212/original.jpg', 'mosquitohabitatmapperDataSource': 'GLOBE Observer App', 'mosquitohabitatmapperLarvaFullBodyPhotoUrls': None, 'mosquitohabitatmapperMeasurementLatitude': 47.7937, 'mosquitohabitatmapperLastIdentifyStage': None, 'mosquitohabitatmapperWaterSourceType': 'container: artificial', 'mosquitohabitatmapperMosquitoHabitatMapperId': 24699, 'mosquitohabitatmapperMeasurementLongitude': -122.241}",165.5,47.793253,-122.241583,2020-07-15,,False,,GLOBE Observer App,,,,0,,2020-07-15T00:33:00,0,47.7937,-122.241,False,,False,24699,False,,67151201,other,https://data.globe.gov/system/photos/2020/07/15/1761212/original.jpg,container: artificial,17043304,United States of America Citizen Science,163798363,mosquito_habitat_mapper,2020-07-18T21:00:08,201690,10TET568936,2020-07-15T17:20:13
21,,,2020-07-21T16:35:04,"{'mosquitohabitatmapperBreedingGroundEliminated': False, 'mosquitohabitatmapperExtraData': None, 'mosquitohabitatmapperAbdomenCloseupPhotoUrls': None, 'mosquitohabitatmapperMeasuredAt': '2020-07-21T16:30:00', 'mosquitohabitatmapperMeasurementElevation': 0, 'mosquitohabitatmapperUserid': 67151201, 'mosquitohabitatmapperLarvaeCount': '0', 'mosquitohabitatmapperMosquitoEggs': False, 'mosquitohabitatmapperMosquitoEggCount': None, 'mosquitohabitatmapperGenus': None, 'mosquitohabitatmapperWaterSource': 'adult mosquito trap', 'mosquitohabitatmapperMosquitoAdults': False, 'mosquitohabitatmapperSpecies': None, 'mosquitohabitatmapperComments': 'fish food bait', 'mosquitohabitatmapperMosquitoPupae': False, 'mosquitohabitatmapperWaterSourcePhotoUrls': 'https://data.globe.gov/system/photos/2020/07/21/1781302/original.jpg', 'mosquitohabitatmapperDataSource': 'GLOBE Observer App', 'mosquitohabitatmapperLarvaFullBodyPhotoUrls': None, 'mosquitohabitatmapperMeasurementLatitude': 47.7938, 'mosquitohabitatmapperLastIdentifyStage': None, 'mosquitohabitatmapperWaterSourceType': 'container: artificial', 'mosquitohabitatmapperMosquitoHabitatMapperId': 24974, 'mosquitohabitatmapperMeasurementLongitude': -122.241}",165.5,47.793253,-122.241583,2020-07-21,,False,fish food bait,GLOBE Observer App,,,,0,,2020-07-21T16:30:00,0,47.7938,-122.241,False,,False,24974,False,,67151201,adult mosquito trap,https://data.globe.gov/system/photos/2020/07/21/1781302/original.jpg,container: artificial,17043304,United States of America Citizen Science,163823768,mosquito_habitat_mapper,2020-07-21T18:30:00,201690,10TET568936,2020-07-21T18:20:14
22,,,2020-07-21T16:35:04,"{'mosquitohabitatmapperBreedingGroundEliminated': False, 'mosquitohabitatmapperExtraData': None, 'mosquitohabitatmapperAbdomenCloseupPhotoUrls': None, 'mosquitohabitatmapperMeasuredAt': '2020-07-21T16:28:00', 'mosquitohabitatmapperMeasurementElevation': 0, 'mosquitohabitatmapperUserid': 67151201, 'mosquitohabitatmapperLarvaeCount': '0', 'mosquitohabitatmapperMosquitoEggs': False, 'mosquitohabitatmapperMosquitoEggCount': None, 'mosquitohabitatmapperGenus': None, 'mosquitohabitatmapperWaterSource': 'adult mosquito trap', 'mosquitohabitatmapperMosquitoAdults': False, 'mosquitohabitatmapperSpecies': None, 'mosquitohabitatmapperComments': 'salt water bait', 'mosquitohabitatmapperMosquitoPupae': False, 'mosquitohabitatmapperWaterSourcePhotoUrls': 'https://data.globe.gov/system/photos/2020/07/21/1781297/original.jpg', 'mosquitohabitatmapperDataSource': 'GLOBE Observer App', 'mosquitohabitatmapperLarvaFullBodyPhotoUrls': None, 'mosquitohabitatmapperMeasurementLatitude': 47.7937, 'mosquitohabitatmapperLastIdentifyStage': None, 'mosquitohabitatmapperWaterSourceType': 'container: artificial', 'mosquitohabitatmapperMosquitoHabitatMapperId': 24972, 'mosquitohabitatmapperMeasurementLongitude': -122.241}",165.5,47.793253,-122.241583,2020-07-21,,False,salt water bait,GLOBE Observer App,,,,0,,2020-07-21T16:28:00,0,47.7937,-122.241,False,,False,24972,False,,67151201,adult mosquito trap,https://data.globe.gov/system/photos/2020/07/21/1781297/original.jpg,container: artificial,17043304,United States of America Citizen Science,163823768,mosquito_habitat_mapper,2020-07-21T18:30:00,201690,10TET568936,2020-07-21T18:20:14
23,,,2020-07-21T16:35:04,"{'mosquitohabitatmapperBreedingGroundEliminated': False, 'mosquitohabitatmapperExtraData': None, 'mosquitohabitatmapperAbdomenCloseupPhotoUrls': None, 'mosquitohabitatmapperMeasuredAt': '2020-07-21T16:29:00', 'mosquitohabitatmapperMeasurementElevation': 0, 'mosquitohabitatmapperUserid': 67151201, 'mosquitohabitatmapperLarvaeCount': '0', 'mosquitohabitatmapperMosquitoEggs': False, 'mosquitohabitatmapperMosquitoEggCount': None, 'mosquitohabitatmapperGenus': None, 'mosquitohabitatmapperWaterSource': 'adult mosquito trap', 'mosquitohabitatmapperMosquitoAdults': False, 'mosquitohabitatmapperSpecies': None, 'mosquitohabitatmapperComments': 'water bait', 'mosquitohabitatmapperMosquitoPupae': False, 'mosquitohabitatmapperWaterSourcePhotoUrls': 'https://data.globe.gov/system/photos/2020/07/21/1781300/original.jpg', 'mosquitohabitatmapperDataSource': 'GLOBE Observer App', 'mosquitohabitatmapperLarvaFullBodyPhotoUrls': None, 'mosquitohabitatmapperMeasurementLatitude': 47.7937, 'mosquitohabitatmapperLastIdentifyStage': None, 'mosquitohabitatmapperWaterSourceType': 'container: artificial', 'mosquitohabitatmapperMosquitoHabitatMapperId': 24973, 'mosquitohabitatmapperMeasurementLongitude': -122.241}",165.5,47.793253,-122.241583,2020-07-21,,False,water bait,GLOBE Observer App,,,,0,,2020-07-21T16:29:00,0,47.7937,-122.241,False,,False,24973,False,,67151201,adult mosquito trap,https://data.globe.gov/system/photos/2020/07/21/1781300/original.jpg,container: artificial,17043304,United States of America Citizen Science,163823768,mosquito_habitat_mapper,2020-07-21T18:30:00,201690,10TET568936,2020-07-21T18:20:14
24,,,2020-07-21T16:35:04,"{'mosquitohabitatmapperBreedingGroundEliminated': False, 'mosquitohabitatmapperExtraData': None, 'mosquitohabitatmapperAbdomenCloseupPhotoUrls': None, 'mosquitohabitatmapperMeasuredAt': '2020-07-21T16:26:00', 'mosquitohabitatmapperMeasurementElevation': 0, 'mosquitohabitatmapperUserid': 67151201, 'mosquitohabitatmapperLarvaeCount': '0', 'mosquitohabitatmapperMosquitoEggs': False, 'mosquitohabitatmapperMosquitoEggCount': None, 'mosquitohabitatmapperGenus': None, 'mosquitohabitatmapperWaterSource': 'adult mosquito trap', 'mosquitohabitatmapperMosquitoAdults': False, 'mosquitohabitatmapperSpecies': None, 'mosquitohabitatmapperComments': 'grass bait', 'mosquitohabitatmapperMosquitoPupae': False, 'mosquitohabitatmapperWaterSourcePhotoUrls': 'https://data.globe.gov/system/photos/2020/07/21/1781294/original.jpg', 'mosquitohabitatmapperDataSource': 'GLOBE Observer App', 'mosquitohabitatmapperLarvaFullBodyPhotoUrls': None, 'mosquitohabitatmapperMeasurementLatitude': 47.7938, 'mosquitohabitatmapperLastIdentifyStage': None, 'mosquitohabitatmapperWaterSourceType': 'container: artificial', 'mosquitohabitatmapperMosquitoHabitatMapperId': 24970, 'mosquitohabitatmapperMeasurementLongitude': -122.2408}",165.5,47.793253,-122.241583,2020-07-21,,False,grass bait,GLOBE Observer App,,,,0,,2020-07-21T16:26:00,0,47.7938,-122.2408,False,,False,24970,False,,67151201,adult mosquito trap,https://data.globe.gov/system/photos/2020/07/21/1781294/original.jpg,container: artificial,17043304,United States of America Citizen Science,163823768,mosquito_habitat_mapper,2020-07-21T18:30:00,201690,10TET568936,2020-07-21T18:20:14
25,,,2020-06-14T20:35:03,"{'mosquitohabitatmapperBreedingGroundEliminated': False, 'mosquitohabitatmapperExtraData': None, 'mosquitohabitatmapperAbdomenCloseupPhotoUrls': None, 'mosquitohabitatmapperMeasuredAt': '2020-06-14T20:31:00', 'mosquitohabitatmapperMeasurementElevation': 0, 'mosquitohabitatmapperUserid': 67151201, 'mosquitohabitatmapperLarvaeCount': None, 'mosquitohabitatmapperMosquitoEggs': None, 'mosquitohabitatmapperMosquitoEggCount': None, 'mosquitohabitatmapperGenus': None, 'mosquitohabitatmapperWaterSource': 'pond', 'mosquitohabitatmapperMosquitoAdults': None, 'mosquitohabitatmapperSpecies': None, 'mosquitohabitatmapperComments': None, 'mosquitohabitatmapperMosquitoPupae': False, 'mosquitohabitatmapperWaterSourcePhotoUrls': 'https://data.globe.gov/system/photos/2020/06/14/1685842/original.jpg', 'mosquitohabitatmapperDataSource': 'GLOBE Observer App', 'mosquitohabitatmapperLarvaFullBodyPhotoUrls': None, 'mosquitohabitatmapperMeasurementLatitude': 47.6376, 'mosquitohabitatmapperLastIdentifyStage': 'identify', 'mosquitohabitatmapperWaterSourceType': 'still: lake/pond/swamp', 'mosquitohabitatmapperMosquitoHabitatMapperId': 23143, 'mosquitohabitatmapperMeasurementLongitude': -122.2963}",14.4,47.637046,-122.297097,2020-06-14,,False,,GLOBE Observer App,,,,,identify,2020-06-14T20:31:00,0,47.6376,-122.2963,,,,23143,False,,67151201,pond,https://data.globe.gov/system/photos/2020/06/14/1685842/original.jpg,still: lake/pond/swamp,17043304,United States of America Citizen Science,163677228,mosquito_habitat_mapper,2020-07-18T21:00:08,202979,10TET528762,2020-06-15T14:45:04
0,,,2020-06-11T12:15:04,"{'mosquitohabitatmapperBreedingGroundEliminated': True, 'mosquitohabitatmapperExtraData': None, 'mosquitohabitatmapperAbdomenCloseupPhotoUrls': None, 'mosquitohabitatmapperMeasuredAt': '2020-06-11T12:07:00', 'mosquitohabitatmapperMeasurementElevation': 0, 'mosquitohabitatmapperUserid': 67145371, 'mosquitohabitatmapperLarvaeCount': '0', 'mosquitohabitatmapperMosquitoEggs': None, 'mosquitohabitatmapperMosquitoEggCount': None, 'mosquitohabitatmapperGenus': None, 'mosquitohabitatmapperWaterSource': 'other', 'mosquitohabitatmapperMosquitoAdults': None, 'mosquitohabitatmapperSpecies': None, 'mosquitohabitatmapperComments': None, 'mosquitohabitatmapperMosquitoPupae': False, 'mosquitohabitatmapperWaterSourcePhotoUrls': 'https://data.globe.gov/system/photos/2020/06/11/1677106/original.jpg; https://data.globe.gov/system/photos/2020/06/11/1677107/original.jpg; https://data.globe.gov/system/photos/2020/06/11/1677108/original.jpg', 'mosquitohabitatmapperDataSource': 'GLOBE Observer App', 'mosquitohabitatmapperLarvaFullBodyPhotoUrls': None, 'mosquitohabitatmapperMeasurementLatitude': 50.1342, 'mosquitohabitatmapperLastIdentifyStage': 'identify', 'mosquitohabitatmapperWaterSourceType': 'container: artificial', 'mosquitohabitatmapperMosquitoHabitatMapperId': 22996, 'mosquitohabitatmapperMeasurementLongitude': 8.6646}",121.6,50.134148,8.664183,2020-06-11,,True,,GLOBE Observer App,,,,0,identify,2020-06-11T12:07:00,0,50.1342,8.6646,,,,22996,False,,67145371,other,https://data.globe.gov/system/photos/2020/06/11/1677106/original.jpg; https://data.globe.gov/system/photos/2020/06/11/1677107/original.jpg; https://data.globe.gov/system/photos/2020/06/11/1677108/original.jpg,container: artificial,17327168,Germany Citizen Science,163664310,mosquito_habitat_mapper,2020-07-18T21:00:08,201962,32UMA760536,2020-06-14T22:45:03
1,,,2020-06-16T17:00:03,"{'mosquitohabitatmapperBreedingGroundEliminated': True, 'mosquitohabitatmapperExtraData': None, 'mosquitohabitatmapperAbdomenCloseupPhotoUrls': None, 'mosquitohabitatmapperMeasuredAt': '2020-06-16T16:58:00', 'mosquitohabitatmapperMeasurementElevation': 0, 'mosquitohabitatmapperUserid': 67145371, 'mosquitohabitatmapperLarvaeCount': '0', 'mosquitohabitatmapperMosquitoEggs': None, 'mosquitohabitatmapperMosquitoEggCount': None, 'mosquitohabitatmapperGenus': None, 'mosquitohabitatmapperWaterSource': 'ovitrap', 'mosquitohabitatmapperMosquitoAdults': None, 'mosquitohabitatmapperSpecies': None, 'mosquitohabitatmapperComments': None, 'mosquitohabitatmapperMosquitoPupae': False, 'mosquitohabitatmapperWaterSourcePhotoUrls': 'https://data.globe.gov/system/photos/2020/06/16/1690829/original.jpg', 'mosquitohabitatmapperDataSource': 'GLOBE Observer App', 'mosquitohabitatmapperLarvaFullBodyPhotoUrls': None, 'mosquitohabitatmapperMeasurementLatitude': 50.1343, 'mosquitohabitatmapperLastIdentifyStage': 'identify', 'mosquitohabitatmapperWaterSourceType': 'container: artificial', 'mosquitohabitatmapperMosquitoHabitatMapperId': 23190, 'mosquitohabitatmapperMeasurementLongitude': 8.6647}",121.6,50.134148,8.664183,2020-06-16,,True,,GLOBE Observer App,,,,0,identify,2020-06-16T16:58:00,0,50.1343,8.6647,,,,23190,False,,67145371,ovitrap,https://data.globe.gov/system/photos/2020/06/16/1690829/original.jpg,container: artificial,17327168,Germany Citizen Science,163685248,mosquito_habitat_mapper,2020-07-18T21:00:08,201962,32UMA760536,2020-06-17T14:11:22
2,,,2020-06-16T17:00:03,"{'mosquitohabitatmapperBreedingGroundEliminated': True, 'mosquitohabitatmapperExtraData': None, 'mosquitohabitatmapperAbdomenCloseupPhotoUrls': None, 'mosquitohabitatmapperMeasuredAt': '2020-06-16T17:01:00', 'mosquitohabitatmapperMeasurementElevation': 0, 'mosquitohabitatmapperUserid': 67145371, 'mosquitohabitatmapperLarvaeCount': '0', 'mosquitohabitatmapperMosquitoEggs': None, 'mosquitohabitatmapperMosquitoEggCount': None, 'mosquitohabitatmapperGenus': None, 'mosquitohabitatmapperWaterSource': 'ovitrap', 'mosquitohabitatmapperMosquitoAdults': None, 'mosquitohabitatmapperSpecies': None, 'mosquitohabitatmapperComments': None, 'mosquitohabitatmapperMosquitoPupae': False, 'mosquitohabitatmapperWaterSourcePhotoUrls': 'https://data.globe.gov/system/photos/2020/06/16/1690845/original.jpg', 'mosquitohabitatmapperDataSource': 'GLOBE Observer App', 'mosquitohabitatmapperLarvaFullBodyPhotoUrls': None, 'mosquitohabitatmapperMeasurementLatitude': 50.1344, 'mosquitohabitatmapperLastIdentifyStage': 'identify', 'mosquitohabitatmapperWaterSourceType': 'container: artificial', 'mosquitohabitatmapperMosquitoHabitatMapperId': 23192, 'mosquitohabitatmapperMeasurementLongitude': 8.6644}",121.6,50.134148,8.664183,2020-06-16,,True,,GLOBE Observer App,,,,0,identify,2020-06-16T17:01:00,0,50.1344,8.6644,,,,23192,False,,67145371,ovitrap,https://data.globe.gov/system/photos/2020/06/16/1690845/original.jpg,container: artificial,17327168,Germany Citizen Science,163685248,mosquito_habitat_mapper,2020-07-18T21:00:08,201962,32UMA760536,2020-06-17T14:11:22
3,,,2020-06-16T17:00:03,"{'mosquitohabitatmapperBreedingGroundEliminated': True, 'mosquitohabitatmapperExtraData': None, 'mosquitohabitatmapperAbdomenCloseupPhotoUrls': None, 'mosquitohabitatmapperMeasuredAt': '2020-06-16T16:59:00', 'mosquitohabitatmapperMeasurementElevation': 0, 'mosquitohabitatmapperUserid': 67145371, 'mosquitohabitatmapperLarvaeCount': '0', 'mosquitohabitatmapperMosquitoEggs': None, 'mosquitohabitatmapperMosquitoEggCount': None, 'mosquitohabitatmapperGenus': None, 'mosquitohabitatmapperWaterSource': 'ovitrap', 'mosquitohabitatmapperMosquitoAdults': None, 'mosquitohabitatmapperSpecies': None, 'mosquitohabitatmapperComments': None, 'mosquitohabitatmapperMosquitoPupae': False, 'mosquitohabitatmapperWaterSourcePhotoUrls': 'https://data.globe.gov/system/photos/2020/06/16/1690834/original.jpg', 'mosquitohabitatmapperDataSource': 'GLOBE Observer App', 'mosquitohabitatmapperLarvaFullBodyPhotoUrls': None, 'mosquitohabitatmapperMeasurementLatitude': 50.1342, 'mosquitohabitatmapperLastIdentifyStage': 'identify', 'mosquitohabitatmapperWaterSourceType': 'container: artificial', 'mosquitohabitatmapperMosquitoHabitatMapperId': 23191, 'mosquitohabitatmapperMeasurementLongitude': 8.6646}",121.6,50.134148,8.664183,2020-06-16,,True,,GLOBE Observer App,,,,0,identify,2020-06-16T16:59:00,0,50.1342,8.6646,,,,23191,False,,67145371,ovitrap,https://data.globe.gov/system/photos/2020/06/16/1690834/original.jpg,container: artificial,17327168,Germany Citizen Science,163685248,mosquito_habitat_mapper,2020-07-18T21:00:08,201962,32UMA760536,2020-06-17T14:11:22
4,,,2020-06-23T16:05:02,"{'mosquitohabitatmapperBreedingGroundEliminated': True, 'mosquitohabitatmapperExtraData': None, 'mosquitohabitatmapperAbdomenCloseupPhotoUrls': None, 'mosquitohabitatmapperMeasuredAt': '2020-06-23T16:00:00', 'mosquitohabitatmapperMeasurementElevation': 0, 'mosquitohabitatmapperUserid': 67145371, 'mosquitohabitatmapperLarvaeCount': '0', 'mosquitohabitatmapperMosquitoEggs': None, 'mosquitohabitatmapperMosquitoEggCount': None, 'mosquitohabitatmapperGenus': None, 'mosquitohabitatmapperWaterSource': 'ovitrap', 'mosquitohabitatmapperMosquitoAdults': None, 'mosquitohabitatmapperSpecies': None, 'mosquitohabitatmapperComments': None, 'mosquitohabitatmapperMosquitoPupae': False, 'mosquitohabitatmapperWaterSourcePhotoUrls': 'https://data.globe.gov/system/photos/2020/06/23/1708634/original.jpg', 'mosquitohabitatmapperDataSource': 'GLOBE Observer App', 'mosquitohabitatmapperLarvaFullBodyPhotoUrls': None, 'mosquitohabitatmapperMeasurementLatitude': 50.1342, 'mosquitohabitatmapperLastIdentifyStage': 'identify', 'mosquitohabitatmapperWaterSourceType': 'container: artificial', 'mosquitohabitatmapperMosquitoHabitatMapperId': 23657, 'mosquitohabitatmapperMeasurementLongitude': 8.6645}",121.6,50.134148,8.664183,2020-06-23,,True,,GLOBE Observer App,,,,0,identify,2020-06-23T16:00:00,0,50.1342,8.6645,,,,23657,False,,67145371,ovitrap,https://data.globe.gov/system/photos/2020/06/23/1708634/original.jpg,container: artificial,17327168,Germany Citizen Science,163715635,mosquito_habitat_mapper,2020-07-18T21:00:08,201962,32UMA760536,2020-06-25T16:20:54
5,,,2020-06-30T18:35:04,"{'mosquitohabitatmapperBreedingGroundEliminated': True, 'mosquitohabitatmapperExtraData': None, 'mosquitohabitatmapperAbdomenCloseupPhotoUrls': None, 'mosquitohabitatmapperMeasuredAt': '2020-06-30T18:29:00', 'mosquitohabitatmapperMeasurementElevation': 0, 'mosquitohabitatmapperUserid': 67145371, 'mosquitohabitatmapperLarvaeCount': '0', 'mosquitohabitatmapperMosquitoEggs': None, 'mosquitohabitatmapperMosquitoEggCount': None, 'mosquitohabitatmapperGenus': None, 'mosquitohabitatmapperWaterSource': 'ovitrap', 'mosquitohabitatmapperMosquitoAdults': None, 'mosquitohabitatmapperSpecies': None, 'mosquitohabitatmapperComments': None, 'mosquitohabitatmapperMosquitoPupae': False, 'mosquitohabitatmapperWaterSourcePhotoUrls': 'https://data.globe.gov/system/photos/2020/06/30/1726434/original.jpg', 'mosquitohabitatmapperDataSource': 'GLOBE Observer App', 'mosquitohabitatmapperLarvaFullBodyPhotoUrls': None, 'mosquitohabitatmapperMeasurementLatitude': 50.1342, 'mosquitohabitatmapperLastIdentifyStage': 'identify', 'mosquitohabitatmapperWaterSourceType': 'container: artificial', 'mosquitohabitatmapperMosquitoHabitatMapperId': 24006, 'mosquitohabitatmapperMeasurementLongitude': 8.6647}",121.6,50.134148,8.664183,2020-06-30,,True,,GLOBE Observer App,,,,0,identify,2020-06-30T18:29:00,0,50.1342,8.6647,,,,24006,False,,67145371,ovitrap,https://data.globe.gov/system/photos/2020/06/30/1726434/original.jpg,container: artificial,17327168,Germany Citizen Science,163745866,mosquito_habitat_mapper,2020-07-18T21:00:08,201962,32UMA760536,2020-07-01T13:40:39
6,,,2020-06-30T18:35:04,"{'mosquitohabitatmapperBreedingGroundEliminated': True, 'mosquitohabitatmapperExtraData': None, 'mosquitohabitatmapperAbdomenCloseupPhotoUrls': None, 'mosquitohabitatmapperMeasuredAt': '2020-06-30T18:33:00', 'mosquitohabitatmapperMeasurementElevation': 0, 'mosquitohabitatmapperUserid': 67145371, 'mosquitohabitatmapperLarvaeCount': '0', 'mosquitohabitatmapperMosquitoEggs': None, 'mosquitohabitatmapperMosquitoEggCount': None, 'mosquitohabitatmapperGenus': None, 'mosquitohabitatmapperWaterSource': 'ovitrap', 'mosquitohabitatmapperMosquitoAdults': None, 'mosquitohabitatmapperSpecies': None, 'mosquitohabitatmapperComments': None, 'mosquitohabitatmapperMosquitoPupae': False, 'mosquitohabitatmapperWaterSourcePhotoUrls': 'https://data.globe.gov/system/photos/2020/06/30/1726439/original.jpg', 'mosquitohabitatmapperDataSource': 'GLOBE Observer App', 'mosquitohabitatmapperLarvaFullBodyPhotoUrls': None, 'mosquitohabitatmapperMeasurementLatitude': 50.1345, 'mosquitohabitatmapperLastIdentifyStage': 'identify', 'mosquitohabitatmapperWaterSourceType': 'container: artificial', 'mosquitohabitatmapperMosquitoHabitatMapperId': 24007, 'mosquitohabitatmapperMeasurementLongitude': 8.6644}",121.6,50.134148,8.664183,2020-06-30,,True,,GLOBE Observer App,,,,0,identify,2020-06-30T18:33:00,0,50.1345,8.6644,,,,24007,False,,67145371,ovitrap,https://data.globe.gov/system/photos/2020/06/30/1726439/original.jpg,container: artificial,17327168,Germany Citizen Science,163745866,mosquito_habitat_mapper,2020-07-18T21:00:08,201962,32UMA760536,2020-07-01T13:40:39
7,,,2020-07-07T20:10:02,"{'mosquitohabitatmapperBreedingGroundEliminated': True, 'mosquitohabitatmapperExtraData': None, 'mosquitohabitatmapperAbdomenCloseupPhotoUrls': None, 'mosquitohabitatmapperMeasuredAt': '2020-07-07T20:08:00', 'mosquitohabitatmapperMeasurementElevation': 0, 'mosquitohabitatmapperUserid': 67145371, 'mosquitohabitatmapperLarvaeCount': '0', 'mosquitohabitatmapperMosquitoEggs': None, 'mosquitohabitatmapperMosquitoEggCount': None, 'mosquitohabitatmapperGenus': None, 'mosquitohabitatmapperWaterSource': 'ovitrap', 'mosquitohabitatmapperMosquitoAdults': None, 'mosquitohabitatmapperSpecies': None, 'mosquitohabitatmapperComments': None, 'mosquitohabitatmapperMosquitoPupae': False, 'mosquitohabitatmapperWaterSourcePhotoUrls': None, 'mosquitohabitatmapperDataSource': 'GLOBE Observer App', 'mosquitohabitatmapperLarvaFullBodyPhotoUrls': 'https://data.globe.gov/system/photos/2020/07/07/1742295/original.jpg', 'mosquitohabitatmapperMeasurementLatitude': 50.1344, 'mosquitohabitatmapperLastIdentifyStage': 'identify', 'mosquitohabitatmapperWaterSourceType': 'container: artificial', 'mosquitohabitatmapperMosquitoHabitatMapperId': 24372, 'mosquitohabitatmapperMeasurementLongitude': 8.6645}",121.6,50.134148,8.664183,2020-07-07,,True,,GLOBE Observer App,,,https://data.globe.gov/system/photos/2020/07/07/1742295/original.jpg,0,identify,2020-07-07T20:08:00,0,50.1344,8.6645,,,,24372,False,,67145371,ovitrap,,container: artificial,17327168,Germany Citizen Science,163773019,mosquito_habitat_mapper,2020-07-18T21:00:08,201962,32UMA760536,2020-07-07T20:30:03
