,protocol,measuredDate,createDate,updateDate,publishDate,organizationId,organizationName,siteId,siteName,countryName,countryCode,latitude,longitude,elevation,pid,landcoversDownwardPhotoUrl,landcoversEastExtraData,landcoversEastPhotoUrl,landcoversMucCode,landcoversUpwardPhotoUrl,landcoversEastCaption,landcoversMeasurementLatitude,landcoversWestClassifications,landcoversNorthCaption,landcoversNorthExtraData,landcoversDataSource,landcoversDryGround,landcoversSouthClassifications,landcoversWestCaption,landcoversNorthPhotoUrl,landcoversUpwardCaption,landcoversDownwardExtraData,landcoversEastClassifications,landcoversMucDetails,landcoversMeasuredAt,landcoversDownwardCaption,landcoversSouthPhotoUrl,landcoversMuddy,landcoversWestPhotoUrl,landcoversStandingWater,landcoversLeavesOnTrees,landcoversUserid,landcoversSouthExtraData,landcoversSouthCaption,landcoversRainingSnowing,landcoversUpwardExtraData,landcoversMeasurementElevation,landcoversWestExtraData,landcoversLandCoverId,landcoversMeasurementLongitude,landcoversMucDescription,landcoversSnowIce,landcoversNorthClassifications,landcoversFieldNotes
10,land_covers,2020-07-22,2020-07-24T15:10:03,2020-07-24T15:25:34,2020-08-12T21:22:09,17043304,United States of America Citizen Science,210514,17RMM843650,,,28.611907,-81.160595,11.2,163834053,https://data.globe.gov/system/photos/2020/07/22/1788803/original.jpg,(source: camera),https://data.globe.gov/system/photos/2020/07/22/1788794/original.jpg,,https://data.globe.gov/system/photos/2020/07/22/1788802/original.jpg,,28.6125,,,(source: camera),GLOBE Observer App,True,,,https://data.globe.gov/system/photos/2020/07/22/1788792/original.jpg,,(source: camera),,,2020-07-22T13:48:00,,https://data.globe.gov/system/photos/2020/07/22/1788797/original.jpg,True,https://data.globe.gov/system/photos/2020/07/22/1788801/original.jpg,True,True,67207102,(source: camera),,False,(source: camera),12.7,(source: camera),35454,-81.1597,,False,,(none)
11,land_covers,2020-07-22,2020-07-24T15:10:03,2020-07-24T15:25:14,2020-08-12T21:22:09,17043304,United States of America Citizen Science,210515,17RMM833653,,,28.614602,-81.170828,15.6,163834054,https://data.globe.gov/system/photos/2020/07/22/1788741/original.jpg,(source: camera),https://data.globe.gov/system/photos/2020/07/22/1788737/original.jpg,,https://data.globe.gov/system/photos/2020/07/22/1788740/original.jpg,,28.6154,,,(source: camera),GLOBE Observer App,True,,,https://data.globe.gov/system/photos/2020/07/22/1788736/original.jpg,,(source: camera),,,2020-07-22T13:08:00,,https://data.globe.gov/system/photos/2020/07/22/1788738/original.jpg,False,https://data.globe.gov/system/photos/2020/07/22/1788739/original.jpg,False,True,67207102,(source: camera),,False,(source: camera),14.3,(source: camera),35449,-81.1704,,False,,(none)
12,land_covers,2020-07-22,2020-07-24T15:10:05,2020-07-24T15:25:07,2020-08-12T21:22:09,17043304,United States of America Citizen Science,210516,17RMM827657,,,28.618205,-81.176972,20.3,163834060,https://data.globe.gov/system/photos/2020/07/22/1788747/original.jpg,(source: camera),https://data.globe.gov/system/photos/2020/07/22/1788743/original.jpg,,https://data.globe.gov/system/photos/2020/07/22/1788746/original.jpg,,28.6188,,,(source: camera),GLOBE Observer App,False,,,https://data.globe.gov/system/photos/2020/07/22/1788742/original.jpg,,(source: camera),,,2020-07-22T13:11:00,,https://data.globe.gov/system/photos/2020/07/22/1788744/original.jpg,True,https://data.globe.gov/system/photos/2020/07/22/1788745/original.jpg,True,True,67207102,(source: camera),,False,(source: camera),20,(source: camera),35450,-81.1762,,False,,(none)
13,land_covers,2020-07-22,2020-07-24T15:15:02,2020-07-24T15:25:25,2020-08-12T21:22:09,17043304,United States of America Citizen Science,210521,17RMM839651,,,28.612805,-81.164688,15.7,163834137,https://data.globe.gov/system/photos/2020/07/22/1788817/original.jpg,(source: camera),https://data.globe.gov/system/photos/2020/07/22/1788807/original.jpg,,https://data.globe.gov/system/photos/2020/07/22/1788816/original.jpg,,28.6137,,,(source: camera),GLOBE Observer App,True,,,https://data.globe.gov/system/photos/2020/07/22/1788806/original.jpg,,(source: camera),,,2020-07-22T13:55:00,,https://data.globe.gov/system/photos/2020/07/22/1788809/original.jpg,False,https://data.globe.gov/system/photos/2020/07/22/1788814/original.jpg,False,True,67207102,(source: camera),,False,(source: camera),16,(source: camera),35455,-81.1637,,False,,(none)
14,land_covers,2020-07-22,2020-07-24T15:15:02,2020-07-24T15:25:12,2020-08-12T21:22:09,17043304,United States of America Citizen Science,210524,17RMM836651,,,28.612801,-81.167756,21.3,163834138,https://data.globe.gov/system/photos/2020/07/22/1788837/original.jpg,(source: library),https://data.globe.gov/system/photos/2020/07/22/1788833/original.jpg,,https://data.globe.gov/system/photos/2020/07/22/1788836/original.jpg,,28.6129,,,(source: library),GLOBE Observer App,True,,,https://data.globe.gov/system/photos/2020/07/22/1788832/original.jpg,,(source: library),,,2020-07-22T14:01:00,,https://data.globe.gov/system/photos/2020/07/22/1788834/original.jpg,True,https://data.globe.gov/system/photos/2020/07/22/1788835/original.jpg,False,True,67207102,(source: library),,False,(source: library),20.6,(source: library),35457,-81.167,,False,,(none)
15,land_covers,2020-07-28,2020-07-28T19:00:04,2020-07-28T20:30:05,2020-08-12T21:22:09,17043304,United States of America Citizen Science,210982,17RMM801701,,,28.657884,-81.203645,22.0,163848593,https://data.globe.gov/system/photos/2020/07/28/1798903/original.jpg,(source: camera),https://data.globe.gov/system/photos/2020/07/28/1798899/original.jpg,,https://data.globe.gov/system/photos/2020/07/28/1798902/original.jpg,,28.6587,,,(source: camera),GLOBE Observer App,True,,,https://data.globe.gov/system/photos/2020/07/28/1798898/original.jpg,,(source: camera),,,2020-07-28T17:48:00,,https://data.globe.gov/system/photos/2020/07/28/1798900/original.jpg,False,https://data.globe.gov/system/photos/2020/07/28/1798901/original.jpg,False,True,67207102,(source: camera),,False,(source: camera),20.6,(source: camera),35525,-81.2031,,False,,(none)
16,land_covers,2020-07-28,2020-07-28T19:00:03,2020-07-28T20:30:05,2020-08-12T21:22:09,17043304,United States of America Citizen Science,210983,17RMM803702,,,28.65879,-81.2016,21.8,163848592,https://data.globe.gov/system/photos/2020/07/28/1798907/original.jpg,,,,https://data.globe.gov/system/photos/2020/07/28/1798906/original.jpg,,28.6596,,,(source: camera),GLOBE Observer App,True,,,https://data.globe.gov/system/photos/2020/07/28/1798904/original.jpg,,(source: camera),,,2020-07-28T17:51:00,,https://data.globe.gov/system/photos/2020/07/28/1798905/original.jpg,False,,False,True,67207102,(source: camera),,False,(source: camera),21.6,,35526,-81.2011,,False,,(none)
17,land_covers,2020-07-28,2020-07-28T19:00:03,2020-07-28T20:30:04,2020-08-12T21:22:09,17043304,United States of America Citizen Science,210984,17RMM803705,,,28.661497,-81.201605,18.3,163848590,https://data.globe.gov/system/photos/2020/07/28/1798913/original.jpg,(source: camera),https://data.globe.gov/system/photos/2020/07/28/1798909/original.jpg,,https://data.globe.gov/system/photos/2020/07/28/1798912/original.jpg,,28.6615,,,(source: camera),GLOBE Observer App,True,,,https://data.globe.gov/system/photos/2020/07/28/1798908/original.jpg,,(source: camera),,,2020-07-28T17:55:00,,https://data.globe.gov/system/photos/2020/07/28/1798910/original.jpg,False,https://data.globe.gov/system/photos/2020/07/28/1798911/original.jpg,False,True,67207102,(source: camera),,False,(source: camera),19.9,(source: camera),35527,-81.2011,,False,,(none)
18,land_covers,2020-07-28,2020-07-28T19:00:03,2020-07-28T20:30:07,2020-08-12T21:22:09,17043304,United States of America Citizen Science,210985,17RMM803708,,,28.664205,-81.201611,22.4,163848591,https://data.globe.gov/system/photos/2020/07/28/1798918/original.jpg,,,,https://data.globe.gov/system/photos/2020/07/28/1798917/original.jpg,,28.6649,,,(source: camera),GLOBE Observer App,True,,,https://data.globe.gov/system/photos/2020/07/28/1798914/original.jpg,,(source: camera),,,2020-07-28T18:05:00,,https://data.globe.gov/system/photos/2020/07/28/1798915/original.jpg,False,https://data.globe.gov/system/photos/2020/07/28/1798916/original.jpg,False,True,67207102,(source: camera),,False,(source: camera),16.6,(source: camera),35528,-81.2006,,False,,(none)
19,land_covers,2020-07-28,2020-07-28T19:00:03,2020-07-28T20:30:07,2020-08-12T21:22:09,17043304,United States of America Citizen Science,210985,17RMM803708,,,28.664205,-81.201611,22.4,163848591,https://data.globe.gov/system/photos/2020/07/28/1798924/original.jpg,(source: camera),https://data.globe.gov/system/photos/2020/07/28/1798920/original.jpg,,https://data.globe.gov/system/photos/2020/07/28/1798923/original.jpg,,28.6649,,,(source: camera),GLOBE Observer App,True,,,https://data.globe.gov/system/photos/2020/07/28/1798919/original.jpg,,(source: camera),,,2020-07-28T18:13:00,,https://data.globe.gov/system/photos/2020/07/28/1798921/original.jpg,False,https://data.globe.gov/system/photos/2020/07/28/1798922/original.jpg,False,True,67207102,(source: camera),,False,(source: camera),16.6,(source: camera),35529,-81.2006,,False,,(none)
20,land_covers,2020-07-28,2020-07-28T19:05:03,2020-07-28T20:30:07,2020-08-12T21:22:09,17043304,United States of America Citizen Science,210986,17RMM798704,,,28.660587,-81.20672,23.4,163848598,https://data.globe.gov/system/photos/2020/07/28/1798929/original.jpg,,,,https://data.globe.gov/system/photos/2020/07/28/1798928/original.jpg,,28.661,,,(source: camera),GLOBE Observer App,True,,,https://data.globe.gov/system/photos/2020/07/28/1798925/original.jpg,,(source: camera),,,2020-07-28T18:32:00,,https://data.globe.gov/system/photos/2020/07/28/1798926/original.jpg,False,https://data.globe.gov/system/photos/2020/07/28/1798927/original.jpg,False,True,67207102,(source: camera),,True,(source: camera),21,(source: camera),35530,-81.2062,,False,,(none)
21,land_covers,2020-07-28,2020-07-28T19:05:04,2020-07-28T20:30:07,2020-08-12T21:22:09,17043304,United States of America Citizen Science,210987,17RMM799699,,,28.656075,-81.205688,22.0,163848600,https://data.globe.gov/system/photos/2020/07/28/1798935/original.jpg,(source: camera),https://data.globe.gov/system/photos/2020/07/28/1798931/original.jpg,,https://data.globe.gov/system/photos/2020/07/28/1798934/original.jpg,,28.6562,,,(source: camera),GLOBE Observer App,True,,,https://data.globe.gov/system/photos/2020/07/28/1798930/original.jpg,,(source: camera),,,2020-07-28T18:37:00,,https://data.globe.gov/system/photos/2020/07/28/1798932/original.jpg,False,https://data.globe.gov/system/photos/2020/07/28/1798933/original.jpg,False,True,67207102,(source: camera),,False,(source: camera),24.4,(source: camera),35531,-81.2047,,False,,(none)
22,land_covers,2020-07-28,2020-07-28T19:05:03,2020-07-29T13:10:03,2020-08-12T21:22:09,17043304,United States of America Citizen Science,210988,17RMM803700,,,28.656984,-81.201597,23.3,163848597,https://data.globe.gov/system/photos/2020/07/28/1799292/original.jpg,(source: camera),https://data.globe.gov/system/photos/2020/07/28/1799288/original.jpg,,https://data.globe.gov/system/photos/2020/07/28/1799290/original.jpg,,28.6571,,,(source: camera),GLOBE Observer App,True,,,https://data.globe.gov/system/photos/2020/07/28/1799287/original.jpg,,(source: camera),,,2020-07-28T18:50:00,,https://data.globe.gov/system/photos/2020/07/28/1799289/original.jpg,False,,False,True,67207102,(source: camera),,True,(source: camera),23.4,,35542,-81.2013,,False,,(none)
23,land_covers,2020-07-28,2020-07-30T03:15:04,2020-07-30T15:20:08,2020-08-12T21:22:09,17043304,United States of America Citizen Science,211170,17RMM795704,,,28.660582,-81.20979,20.8,163853497,https://data.globe.gov/system/photos/2020/07/28/1801961/original.jpg,,,,https://data.globe.gov/system/photos/2020/07/28/1801960/original.jpg,,28.6608,,,(source: camera),GLOBE Observer App,True,,,https://data.globe.gov/system/photos/2020/07/28/1801958/original.jpg,,(source: camera),,,2020-07-28T21:42:00,,https://data.globe.gov/system/photos/2020/07/28/1801959/original.jpg,False,,False,True,67207102,(source: camera),,True,(source: camera),20.1,,35648,-81.2096,,False,,(none)
24,land_covers,2020-07-28,2020-07-30T03:15:03,2020-07-30T15:20:03,2020-08-12T21:22:09,17043304,United States of America Citizen Science,211171,17RMM795699,,,28.656069,-81.209782,21.2,163853496,https://data.globe.gov/system/photos/2020/07/28/1801965/original.jpg,,,,https://data.globe.gov/system/photos/2020/07/28/1801964/original.jpg,,28.6564,,,(source: camera),GLOBE Observer App,True,,,https://data.globe.gov/system/photos/2020/07/28/1801962/original.jpg,,(source: camera),,,2020-07-28T21:56:00,,https://data.globe.gov/system/photos/2020/07/28/1801963/original.jpg,False,,False,True,67207102,(source: camera),,False,(source: camera),20.7,,35649,-81.2088,,False,,(none)
25,land_covers,2020-07-28,2020-07-30T03:15:04,2020-07-30T15:20:11,2020-08-12T21:22:09,17043304,United States of America Citizen Science,211172,17RMM795697,,,28.654264,-81.209778,19.1,163853499,https://data.globe.gov/system/photos/2020/07/28/1801970/original.jpg,(source: camera),https://data.globe.gov/system/photos/2020/07/28/1801967/original.jpg,,https://data.globe.gov/system/photos/2020/07/28/1801969/original.jpg,,28.6546,,,(source: camera),GLOBE Observer App,False,,,https://data.globe.gov/system/photos/2020/07/28/1801966/original.jpg,,(source: camera),,,2020-07-28T22:01:00,,https://data.globe.gov/system/photos/2020/07/28/1801968/original.jpg,False,,False,True,67207102,(source: camera),,True,(source: camera),19.6,,35650,-81.2094,,False,,(none)
26,land_covers,2020-07-28,2020-07-30T03:15:04,2020-07-30T15:20:15,2020-08-12T21:22:09,17043304,United States of America Citizen Science,211173,17RMM799691,,,28.648854,-81.205674,22.8,163853498,https://data.globe.gov/system/photos/2020/07/28/1801975/original.jpg,,,,https://data.globe.gov/system/photos/2020/07/28/1801974/original.jpg,,28.6492,,,(source: camera),GLOBE Observer App,True,,,https://data.globe.gov/system/photos/2020/07/28/1801971/original.jpg,,(source: camera),,,2020-07-28T22:10:00,,https://data.globe.gov/system/photos/2020/07/28/1801972/original.jpg,False,https://data.globe.gov/system/photos/2020/07/28/1801973/original.jpg,False,True,67207102,(source: camera),,True,(source: camera),22.3,(source: camera),35651,-81.2054,,False,,(none)
27,land_covers,2020-07-28,2020-07-30T03:15:03,2020-07-30T15:20:05,2020-08-12T21:22:09,17043304,United States of America Citizen Science,211174,17RMM813690,,,28.647973,-81.191347,17.8,163853495,https://data.globe.gov/system/photos/2020/07/28/1801981/original.jpg,(source: camera),https://data.globe.gov/system/photos/2020/07/28/1801977/original.jpg,,https://data.globe.gov/system/photos/2020/07/28/1801980/original.jpg,,28.6483,,,(source: camera),GLOBE Observer App,False,,,https://data.globe.gov/system/photos/2020/07/28/1801976/original.jpg,,(source: camera),,,2020-07-28T22:21:00,,https://data.globe.gov/system/photos/2020/07/28/1801978/original.jpg,False,https://data.globe.gov/system/photos/2020/07/28/1801979/original.jpg,False,True,67207102,(source: camera),,True,(source: camera),17.6,(source: camera),35652,-81.1909,,False,,(none)
0,land_covers,2020-06-09,2020-06-09T22:10:05,2020-06-12T14:45:04,2020-08-12T21:22:09,17043304,United States of America Citizen Science,202046,16SGH217034,,,37.951165,-84.476739,298.7,163658329,https://data.globe.gov/system/photos/2020/06/09/1674222/original.jpg,"(source: app, (compassData.horizon: -0.8289974315600261))",https://data.globe.gov/system/photos/2020/06/09/1674218/original.jpg,,https://data.globe.gov/system/photos/2020/06/09/1674221/original.jpg,,37.9514,,,"(source: app, (compassData.horizon: 5.824545753001516))",GLOBE Observer App,False,,,https://data.globe.gov/system/photos/2020/06/09/1674217/original.jpg,,"(source: app, (compassData.horizon: -87.08296345447037))",,,2020-06-09T22:00:00,,https://data.globe.gov/system/photos/2020/06/09/1674219/original.jpg,False,https://data.globe.gov/system/photos/2020/06/09/1674220/original.jpg,True,True,67152678,"(source: app, (compassData.horizon: 5.615697696531754))",,False,"(source: app, (compassData.horizon: 68.18653291032125))",299,"(source: app, (compassData.horizon: 1.5355307216247525))",31900,-84.4762,,False,,Tennis courts as seen; water building nearby so I assume lots of pipes run through the area
1,land_covers,2020-06-14,2020-06-14T15:10:02,2020-06-15T14:35:22,2020-08-12T21:22:09,17043304,United States of America Citizen Science,202918,17SLC285445,,,38.332235,-82.962159,199.3,163676028,https://data.globe.gov/system/photos/2020/06/14/1685088/original.jpg,"(source: app, (compassData.horizon: 4.177362906872119))",https://data.globe.gov/system/photos/2020/06/14/1685084/original.jpg,,https://data.globe.gov/system/photos/2020/06/14/1685087/original.jpg,,38.3323,,,"(source: app, (compassData.horizon: 12.069475001317372))",GLOBE Observer App,False,,,https://data.globe.gov/system/photos/2020/06/14/1685083/original.jpg,,"(source: app, (compassData.horizon: -88.62514248236349))",,,2020-06-14T14:54:00,,https://data.globe.gov/system/photos/2020/06/14/1685085/original.jpg,False,https://data.globe.gov/system/photos/2020/06/14/1685086/original.jpg,True,True,67152678,"(source: app, (compassData.horizon: -10.569109502103274))",,False,"(source: app, (compassData.horizon: 85.67470457569947))",199.4,"(source: app, (compassData.horizon: -18.13892031768941))",32154,-82.9621,,False,,"A couple trees have been cut down many years ago, but plan to leave it alone in the future."
2,land_covers,2020-07-06,2020-07-06T22:55:02,2020-07-07T13:25:31,2020-08-12T21:22:09,17043304,United States of America Citizen Science,203727,16SGH211032,,,37.94951,-84.483624,298.2,163769889,https://data.globe.gov/system/photos/2020/07/06/1739927/original.jpg,"(source: app, (compassData.horizon: 8.74057310129048))",https://data.globe.gov/system/photos/2020/07/06/1739923/original.jpg,M43,https://data.globe.gov/system/photos/2020/07/06/1739926/original.jpg,,37.9503,"20% MUC 91 [Urban, Residential Property]; 80% MUC 43 [Herbaceous/Grassland, Short Grass]; 20% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]",,"(source: app, (compassData.horizon: 14.192226867759615))",GLOBE Observer App,False,"50% MUC 91 [Urban, Residential Property]; 50% MUC 43 [Herbaceous/Grassland, Short Grass]",,https://data.globe.gov/system/photos/2020/07/06/1739922/original.jpg,,"(source: app, (compassData.horizon: -87.73613138387537))","60% MUC 02 (b) [Trees, Closely Spaced, Deciduous - Broad Leaved]; 20% MUC 01 (n) [Trees, Closely Spaced, Evergreen - Needle Leaved]; 80% MUC 43 [Herbaceous/Grassland, Short Grass]",,2020-07-06T22:36:00,,https://data.globe.gov/system/photos/2020/07/06/1739924/original.jpg,False,https://data.globe.gov/system/photos/2020/07/06/1739925/original.jpg,False,True,67152678,"(source: app, (compassData.horizon: 2.6497692229781507))",,False,"(source: app, (compassData.horizon: 87.43505288381778))",301.6,"(source: app, (compassData.horizon: 0.6881586072821193))",34534,-84.4832,"Herbaceous/Grassland, Short Grass",False,"70% MUC 02 (b) [Trees, Closely Spaced, Deciduous - Broad Leaved]; 50% MUC 3 (l) [Shrubs, Loosely Spaced, Not Sure Which]; 10% MUC 43 [Herbaceous/Grassland, Short Grass]",(none)
